id,name,mediums,styles,galleries_exhibits
Q264193,Émile Bernard,"panel, cardboard, paper, canvas, oil paint, pencil, griffel, watercolor paint, ink wash painting, wove paper","Pont-Aven School, synthetism, cloisonnism, Symbolism, Orientalism, pointillism, Les Nabis","Art Institute of Chicago, Ny Carlsberg Glyptotek, Department of Prints and Drawings of the Louvre, Davis Museum and Cultural Center, Isabelle and Scott Black Collection, Thyssen-Bornemisza Museum, Aargauer Kunsthaus, Fine Arts Museums of San Francisco, Los Angeles County Museum of Art, Prints in the National Gallery of Art, Musée départemental Maurice-Denis, Rennes Museum of Fine Arts, http://www.wikidata.org/.well-known/genid/d323819688c779ead7fc5bdf488df41b, http://www.wikidata.org/.well-known/genid/27d38fea965c8cbc481f2596d25e11d3, Metropolitan Museum of Art, Brooklyn Museum, Dallas Museum of Art, Museum of Modern Art, National Museum of Modern Art, Musée Léon-Dierx, Rijksmuseum, Museum Boijmans Van Beuningen, National Gallery of Art, Musée d'Orsay, Van Gogh Museum, Philadelphia Museum of Art, National Museum of Western Art, Brest’s Museum of Fine Arts, Rosenwald Collection, Rijksdienst Beeldende Kunst, Museum of Fine Arts Boston, Palais des Beaux-Arts de Lille, Barnes Foundation, Museum of Fine Arts, Houston, Yale University Art Gallery, Dienst Verspreide Rijkscollecties, Instituut Collectie Nederland, University of Kentucky Art Museum, Matsukata Collection, Cultural Heritage Agency of the Netherlands Art Collection, Stichting Nederlands Kunstbezit, Israel Museum, Indianapolis Museum of Art, The Nelson-Atkins Museum of Art, Frans Buffa & sons, Museum Folkwang, Kunstmuseum Basel, Musée d'art moderne de Paris, Clark Art Institute, Norton Simon Museum"
Q264269,Anna Atkins,cyanotype,,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q265131,Lee Miller,"gelatin silver paper, gelatin silver print",surrealism,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q265290,Kimberley Joseph,,,
Q265732,ORLAN,"soundtrack, photograph, socle, flowering plant, paper, stool, wool, votive candle, printing ink, plastic","feminist art, contemporary art","Mobilier National Collection, M HKA - Museum van Hedendaagse Kunst Antwerpen"
Q265820,William Merritt Chase,"pen, panel, paper, pastel, canvas, oil paint, India ink, paint, graphite, ink, charcoal","impressionism, academic art, American Impressionism","Art Institute of Chicago, Princeton University Art Museum, Virginia Museum of Fine Arts, Thyssen-Bornemisza Museum, Fine Arts Museums of San Francisco, Los Angeles County Museum of Art, http://www.wikidata.org/.well-known/genid/77f4b6c5b3e154dd10ebc7844a375a71, http://www.wikidata.org/.well-known/genid/39009a3a14330c37a2bfe51b25f69bde, Metropolitan Museum of Art, Brooklyn Museum, Birmingham Museum of Art, Toledo Museum of Art, Pennsylvania Academy of the Fine Arts, Brauer Museum of Art, Tate, National Gallery of Art, Musée d'Orsay, Philadelphia Museum of Art, Bavarian State Painting Collections, Museum of Fine Arts Boston, The Phillips Collection, Smithsonian American Art Museum, Museum of Fine Arts, Houston, Terra Museum of American Art, Carnegie Museum of Art, Indianapolis Museum of Art, Philbrook Museum of Art, Amon Carter Museum of American Art, Minneapolis Institute of Art, Clark Art Institute, Gilcrease Museum, Crystal Bridges Museum of American Art, Prints in the National Gallery of Art, Vanderbilt Museum of Art, The New York Historical, drawings in the National Gallery of Art, http://www.wikidata.org/.well-known/genid/3c0373f4e779feee0700050c00a82533, John and Mable Ringling Museum of Art, Dallas Museum of Art, Smart Museum of Art, Heckscher Museum of Art, Reading Public Museum, Lenbachhaus, National Portrait Gallery, Brandywine Museum of Art, Detroit Institute of Arts, Buffalo AKG Art Museum, Cleveland Museum of Art, National Gallery of Canada, Yale University Art Gallery"
Q266336,Simone Cecchetti,,,
Q266842,Emily Jacir,,,Museum of Modern Art
Q267559,Eija-Liisa Ahtila,,,"Tampere Art Museum, Kiasma, Serlachius Museums, Saastamoinen foundation, Crystal Eye, Israel Museum"
Q267786,Sarah Lucas,,"contemporary art, abject art",Museum Boijmans Van Beuningen
Q268748,Astrid Kirchherr,,,
Q269742,Bae Doona,,,
Q269828,Rineke Dijkstra,"photograph, chromogenic print, paint",contemporary art,"Museum van Bommel van Dam, Stedelijk Museum voor Actuele Kunst, Metropolitan Museum of Art, Museum Boijmans Van Beuningen, National Gallery of Art, Herzliya Museum of Contemporary Art, Media Arts in the National Gallery of Art, Photographs in the National Gallery of Art, Collectie Vlaamse Gemeenschap, Wallonia-Brussels Federation Museum of Contemporary Arts, De Pont"
Q270435,Kari Aalvik Grimsbø,,,
Q271540,Valéria Gyenge,,,
Q271743,Toyen,"cardboard, collage, paper, canvas, oil paint",surrealism,"Musée d'art moderne de Paris, Belvedere, National Museum of Modern Art, Slovak National Gallery, National Galleries Scotland, Israel Museum, National Gallery Prague, Moderna Museet, Moravian Gallery in Brno"
Q271814,Giovanni Verga,,verismo,
Q271884,Norman Rockwell,"canvas, oil paint, graphite","American realism, Realism","Princeton University Art Museum, Crystal Bridges Museum of American Art, Los Angeles County Museum of Art, Scouting America, http://www.wikidata.org/.well-known/genid/b14395de655e2ede6a3a7ee2e9971a2c, http://www.wikidata.org/.well-known/genid/9d7bca790c5fdf902e3145fb09fc9587, http://www.wikidata.org/.well-known/genid/434c9feebd104e8cb6a869b2975b0e19, http://www.wikidata.org/.well-known/genid/891531d8340b6a95806911ebf8185dec, http://www.wikidata.org/.well-known/genid/08ae2e0ffd91bcf722e0ce24426b5dff, http://www.wikidata.org/.well-known/genid/e122e8640253d6053047c18c9dc0e334, Metropolitan Museum of Art, White House, National Gallery of Art, National Portrait Gallery, George Lucas, Brandywine Museum of Art, Bentonville, National Scouting Museum, Steven Spielberg, Buffalo AKG Art Museum, New Britain Museum of American Art, Smithsonian American Art Museum, Norman Rockwell Museum, Corcoran Gallery of Art, Worcester Art Museum, Indianapolis Museum of Art, Saint Louis Art Museum, Taubman Museum of Art, Minneapolis Institute of Art, Southwest Virginia Digital Archive"
Q271918,Gertrude Käsebier,"platinum print, photogravure print",pictorialism,"Metropolitan Museum of Art, Museum of Modern Art, National Gallery of Art, National Museum of American History, Photographs in the National Gallery of Art"
Q271934,Sophia Tolstaya,,,
Q272617,Anne Geddes,,,
Q272814,Miwa Yanagi,,,
Q272833,Miyako Ishiuchi,,,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q273152,Luba Shumeyko,,,
Q274241,Édouard Boubat,,humanistic photography,
Q274267,Marie-Claude Vaillant-Couturier,,,
Q274311,Édouard-Gaston Deville,,,
Q274518,June Browne,,,
Q274604,Susan Meiselas,"chromogenic print, gelatin silver print",,"National Gallery of Art, Media Arts in the National Gallery of Art, Photographs in the National Gallery of Art, Sculptures in the National Gallery of Art"
Q274608,Catherine Robbe-Grillet,,"BDSM, erotica, literary realism",
Q274649,Elie Kagan,,,
Q275283,Vera Dua,,,
Q275724,Audie England,,,
Q276035,"Virginia Oldoini, Countess of Castiglione",,,
Q276060,Cecilia Lindqvist,,,
Q276113,Sarah Morris,,contemporary art,"Solomon R. Guggenheim Museum, MTA Arts & Design Permanent Art Collection, Dallas Museum of Art, Museum of Modern Art, Hamburger Bahnhof, Tate, National Gallery of Art, Stedelijk Museum Amsterdam, Buffalo AKG Art Museum, Rhode Island School of Design Museum"
Q278183,David Shrigley,"paper, canvas, oil paint, acrylic paint",contemporary art,"Middlesbrough Institute of Modern Art, Auckland Art Gallery Toi o Tāmaki"
Q279824,Walter Pfeiffer,,,
Q280285,Steff Gruber,,,
Q282757,Vasco Ascolini,,,
Q282787,Derek Jarman,"canvas, oil paint",,"Arts Council Collection, Southbank Centre, Bournemouth and Poole College, Tate, New College, Southampton City Art Gallery, Derby Museum and Art Gallery, Government Art Collection, Manchester Art Gallery, Northampton Museum and Art Gallery"
Q283988,Roddy McDowall,,,
Q284360,Elliott Erwitt,gelatin silver print,,"National Gallery of Art, Photographs in the National Gallery of Art"
Q284793,Patryck de Froidmont,,,
Q284808,Michaël Borremans,"pencil, paper, wood, canvas, oil paint, watercolor paint",,"Art Institute of Chicago, Stedelijk Museum voor Actuele Kunst, Los Angeles County Museum of Art, Dallas Museum of Art, Museum of Modern Art, Museum of Fine Arts Boston, Israel Museum, Carnegie Museum of Art, San Francisco Museum of Modern Art"
Q284911,Marc Allégret,,,
Q285406,World's Columbian Exposition,,,
Q286440,Pierre-Paul Émile Roux,,,
Q286445,Charles-Émile Reynaud,,,Conservatoire national des Arts et Métiers
Q286465,Marti Friedlander,,,
Q287657,Tokugawa Yoshinobu,,,
Q287703,Jan Saudek,,,
Q287994,Edith Durham,"panel, canvas, oil paint",,London Museum
Q288159,Martín Chambi,,,
Q288210,Isabella Bird,,,
Q288424,Éric Valli,,,
Q289053,Mitsugi Kishida,,,
Q289217,Étienne-Jules Marey,"steel, glass, ivory, wood, bronze, brass, leather",,"Conservatoire national des Arts et Métiers, National Gallery of Art, Photographs in the National Gallery of Art"
Q289441,George Hendrik Breitner,"panel, canvas, oil paint, cardboard, wood, paper, pencil, watercolor paint, ink, sand","Amsterdam Impressionism, Japonisme, Hague School","Jan Michiel Pieter Glerum collection, Amsterdam Museum, Museum Arnhem, Rijksmuseum, Musée d'Orsay, Stedelijk Museum Amsterdam, Schielandshuis, Museum Rotterdam, Teylers Museum, Instituut Collectie Nederland, Cultural Heritage Agency of the Netherlands Art Collection, Dordrechts Museum, Frans Buffa & sons, Kröller-Müller Museum, Gebruder Douwes, Singer Laren, Royal Museums of Fine Arts of Belgium, Jan Esser collection, Kunstmuseum Den Haag, Jacques Goudstikker collection, Museum Boijmans Van Beuningen, Rijksmuseum Twenthe, Cleveland Museum of Art, Groninger Museum, Centraal Museum, Museum van Bommel van Dam, Museum of Fine Arts Ghent (MSK), private collection Hendrik Willem Mesdag, Royal Museum of Fine Arts Antwerp, Prints in the National Gallery of Art, http://www.wikidata.org/.well-known/genid/454f03370d63071d5412b57643b37999, Toledo Museum of Art, National Gallery of Art, Drents Museum, Museum de Fundatie, Fondation Custodia, Museum Gouda, The Mesdag Collection, Munich Central Collecting Point, Panorama Mesdag, Fogg Museum, Stichting Willem van der Vorm, Simonis & Buunk Fine Art Dealers"
Q289479,James Wallace Black,,,Metropolitan Museum of Art
Q289951,Étienne Moreau-Nélaton,"canvas, oil paint",,"Staatsgalerie Stuttgart, http://www.wikidata.org/.well-known/genid/589e014417f824435f64221a69a7c503, http://www.wikidata.org/.well-known/genid/fe56269cb4e8e5689d1e1235e653194d, Hermitage Museum, Musée d'Orsay, Museum of Fine Arts of Reims, Musée des Beaux-Arts de Pau, Middlebury College Museum of Art"
Q291866,Domiziana Giordano,,,
Q291924,Sigrid Heuck,,,
Q292115,Susan Hiller,,,Touchstones Rochdale
Q292268,Kate Millett,,second-wave feminism,
Q292480,Freya Madeline Stark,,,
Q293228,Maria Keil,,,
Q293314,Óscar Domínguez,"gouache paint, canvas, oil paint","Generation of ‘27, surrealism","Art Institute of Chicago, National Gallery of Victoria, Dallas Museum of Art, Museum of Modern Art, National Museum of Fine Arts, Musée Cantini, Musée des beaux-arts de Liège, Slovak National Gallery, Museo Nacional Centro de Arte Reina Sofía, Yale University Art Gallery, Neue Nationalgalerie, Israel Museum, Moravian Gallery in Brno"
Q295855,Carlos Saura,,,
Q297454,Ömer Asan,,,
Q297525,Jeff Koons,"stainless steel, aluminum, ceramic glaze, bronze, canvas, oil paint, ceramic, paint","minimalism, postmodernism, pop art, conceptual art, neo-pop","Solomon R. Guggenheim Museum, Q57785091, http://www.wikidata.org/.well-known/genid/922db996eead884e85357b52d9928b5c, http://www.wikidata.org/.well-known/genid/de1bda99f182d19a98639b946656fe8a, Museum of Modern Art, Guggenheim Museum, The Broad, Whitney Museum of American Art, Astrup Fearnley Museum of Modern Art, Hirshhorn Museum and Sculpture Garden, San Francisco Museum of Modern Art"
Q297736,Yevgeny Yevtushenko,,,
Q298581,Pierre Janssen,woodburytype,,Museum of Modern Art
Q299565,William Henry Fox Talbot,"paper, paper negative, salted paper, wove paper",,"Metropolitan Museum of Art, Museum of Modern Art, National Gallery of Art, Institut Valencià d'Art Modern, Photographs in the National Gallery of Art, Yale Center for British Art"
Q299662,Carolee Schneemann,gelatin silver print,"abstract expressionism, feminist art, Fluxus, Neo-Dada, abject art","National Gallery of Art, Photographs in the National Gallery of Art"
Q299711,Betty Freeman,,,
Q300795,Aage Rasmussen,,,
Q302103,Aaron Huey,,,
Q302639,Alter Kacyzne,,,
Q302714,Aaron Siskind,gelatin silver print,,"collection of the Musée d’art contemporain de Montréal, National Gallery of Art, Cleveland Museum of Art, Photographs in the National Gallery of Art"
Q303350,Frans de Waal,,,
Q305497,Richard Avedon,gelatin silver print,"abstract expressionism, action painting","Metropolitan Museum of Art, Museum of Modern Art"
Q305864,Abbas,,,
Q309482,Naum Gabo,"metal, stainless steel, steel, marble, wood, bronze","abstract art, constructivism","Solomon R. Guggenheim Museum, National Gallery of Art, Institut Valencià d'Art Modern, Israel Museum, International Sculpture Collection, Sculptures in the National Gallery of Art"
Q310025,Théodore Rousseau,"panel, wood, canvas, oil paint, cardboard, paper, pencil, charcoal, oak panel, millboard","Barbizon school, academic art, American Impressionism","Jan Michiel Pieter Glerum collection, Museum Folkwang, Kunstmuseum Basel, Führermuseum, Clark Art Institute, Museum of Grenoble, Princeton University Art Museum, musée d'art et d'histoire de Meudon, Musée des Beaux-Arts de la ville de Paris, private collection Hendrik Willem Mesdag, Musée des Beaux-Arts de Caen, musée des Beaux-Arts de Valence, Musée des Peintres de Barbizon, Karen B. Cohen Collection, Vanderbilt Museum of Art, Paisley Museum, Musée Léon-Dierx, Astley Hall, Tweed Museum of Art, Musées Nationaux Récupération, Reading Public Museum, Fop Smit collection, Musée des beaux-arts de Liège, Nationalmuseum, Murauchi Art Museum, Musée des Beaux-Arts de Strasbourg, Museum de Fundatie, Department of Paintings of the Louvre, Fondation Custodia, Musée de Picardie, Musée des Beaux-Arts Jules Chéret, Museum of Fine Arts of Reims, Wawel Castle, Kunsthalle Bremen, Lindenau-Museum, Musée Thomas-Henry, Museum Gouda, Dunedin Public Art Gallery, York Art Gallery, Hamburger Kunsthalle, The Mesdag Collection, Cleveland Museum of Art, Condé Museum, Musée des Beaux-Arts de Pau, Musée d'art et d'histoire de Saint-Lô, Middlebury College Museum of Art, Glasgow Museums Resource Centre, Norfolk Museums Collections, Munich Central Collecting Point, National Gallery Prague"
Q310139,Kazimierz Nowak,,,
Q310508,Jiří Růžek,,,
Q311115,Henri Victor Regnault,,,"National Gallery of Art, Photographs in the National Gallery of Art"
Q311854,Pierre Loti,,,
Q312546,William Stanley Jevons,,,
Q312631,Alexander Rodchenko,"photographic gelatin, gouache paint, photographic paper, paperboard, paper, silver, canvas, oil paint, gelatin silver print, bitumen","Cubism, constructivism, suprematism","Russian Museum, Los Angeles County Museum of Art, Museum of Modern Art, National Gallery of Art, Berlinische Galerie, Institut Valencià d'Art Modern, M HKA - Museum van Hedendaagse Kunst Antwerpen, Buffalo AKG Art Museum, Art Gallery of New South Wales, Photographs in the National Gallery of Art, Museum Ludwig"
Q312786,Robert Mapplethorpe,gelatin silver print,,"Prints in the National Gallery of Art, Vanderbilt Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art, Wallonia-Brussels Federation Museum of Contemporary Arts"
Q312829,Samuel Butler,"panel, canvas, oil paint",,"Tate, National Gallery, St John's College"
Q312851,Carl Van Vechten,,Harlem Renaissance,
Q312859,Yousuf Karsh,"gelatin silver paper, gelatin silver print",,"Metropolitan Museum of Art, National Portrait Gallery, Museum of Fine Arts Boston, Library and Archives Canada"
Q312883,Boy George,,,
